,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,Cluster,PC1_2d,PC2_2d
3384,11204383,10204383,Tuesday,Somewhat typical,Queens,Middle Queens,AM,Middle Queens,Middle Queens,Work,The Bronx,Middle Queens,Work,26 to 30,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,2.321776801,Commute to/from work,1,-1.166825688449716,-0.77561115885675
3385,11204397,10204397,Tuesday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,16 to 20,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.841585219,Commute to/from work,1,-1.2182241642996552,-0.4533194825275299
3386,11204400,10204400,Tuesday,Very typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,Work,The Bronx,Northern Bronx,Work,26 to 30,2.0,Male,"$35,000 - $49,999",No,No,Yes,No,No,No,No,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.7256513840000001,Commute to/from work,1,-1.4183849361783136,-1.0660257497841248
3387,11204410,10204410,Tuesday,Somewhat typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,36 to 40,1.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.803162697,Commute to/from work,1,-1.3311499940047176,-0.32340098306103776
3388,11204413,10204413,Wednesday,Somewhat typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,Outer Brooklyn,Work,Manhattan,Outer Brooklyn,Work,56 to 60,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.234931783,Commute to/from work,1,-1.2626081820370747,0.35179681769247745
4194,12202996,10202996,Monday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",Brooklyn,Outer Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",0 to 5,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Personal car,Car,No,0.7642352920000001,Shopping,1,-0.9388667715404528,-0.08916019890590643
4269,12203723,10203723,Thursday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Outside of New York City,Outside of NYC,Northern Bronx,Other,41 to 45,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.564435323,Business,1,4.873299503234332,-1.0577367649890064
4270,12203733,10203733,Thursday,Somewhat typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,The Bronx,Southern Bronx,Work,6 to 10,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,82.0,60.0,0.0,No,Personal car,Car,No,0.674904334,Commute to/from work,1,4.979573900439896,-0.9716320708250468
4271,12203735,10203735,Thursday,Very typical,The Bronx,Southern Bronx,NOON,Manhattan,Southern Bronx,Home,The Bronx,Southern Bronx,Home,36 to 40,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,82.0,60.0,0.0,No,Subway,Subway,Yes,1.5370963869999998,Shopping,1,4.874956721943429,-0.2569510279543703
4272,12203746,10203746,Friday,Very typical,Manhattan,Manhattan Core,PM,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,36 to 40,2.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.481549334,Commute to/from work,1,4.835890749680779,-0.3750081965896254
4273,12203748,10203748,Friday,Very typical,The Bronx,Northern Bronx,NOON,Manhattan,Northern Bronx,Home,The Bronx,Northern Bronx,Home,61 to 180,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"Other, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Subway,Subway,Yes,0.534892819,Commute to/from work,1,5.030168058738814,0.5042032975533995
4274,12203753,10203753,Friday,Very typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,31 to 35,4.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,1.642508649,Business,1,5.006520626784775,-0.152878404403874
4275,12203755,10203755,Friday,Not very typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,6 to 10,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,83.0,67.0,0.0,No,Personal car,Car,No,0.7606168179999999,Social/recreation,1,4.988018384463241,0.2827695920054927
4276,12203760,10203760,Friday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",11 to 15,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Personal car,Car,No,0.7423688820000001,Personal errands,1,4.963352168367983,-0.6215702460725443
4277,12203764,10203764,Friday,Not at all typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Home,Queens,Middle Queens,Home,6 to 10,2.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,0.84759237,Shopping,1,5.024847298863845,-0.19193463040570394
4278,12203765,10203765,Friday,Very typical,Queens,Outer Queens,PM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,41 to 45,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Personal car,Car,No,0.681415597,Commute to/from work,1,4.994622034440347,-0.04627657566510364
4279,12203770,10203770,Friday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,"Entertainment event (i.e. sporting event, play, etc.)",Brooklyn,Inner Brooklyn,"Entertainment event (i.e. sporting event, play, etc.)",11 to 15,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,"Shared-ride service such a Uber Pool, Via, or Lyft Line",For-Hire Vehicle,No,1.490587778,Social/recreation,1,5.06340425399682,-0.4662542143603353
4280,12203781,10203781,Friday,Somewhat typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Northern Manhattan,"Retail store (e.g. clothing, electronic, hardware, etc.)",31 to 35,2.0,Male,"$15,000 - $24,999",No,No,Yes,No,No,No,No,No,No,65 or older,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Local bus,Bus,Yes,0.736138255,Personal errands,1,5.076966148851122,-0.41777814014096976
4281,12203793,10203793,Friday,Somewhat typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,16 to 20,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,1.533572147,Other,1,4.9925996923043865,0.014230828379392643
4282,12203831,10203831,Friday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Work,Queens,Outer Queens,Work,46 to 50,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,1.764399587,Commute to/from work,1,5.085933732034693,0.28809347366422955
4283,12203842,10203842,Friday,Very typical,Queens,Middle Queens,NOON,Manhattan,Middle Queens,Home,Queens,Middle Queens,Home,56 to 60,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Express bus,Bus,Yes,1.27377955,Commute to/from work,1,4.934648687076552,-0.11942571745347885
4284,12203854,10203854,Friday,Somewhat typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Work,Queens,Outer Queens,Work,6 to 10,3.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,1.906639764,Business,1,4.965022767219627,-0.5847779193428954
4285,12203874,10203874,Friday,Somewhat typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,41 to 45,2.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,1.445079583,Commute to/from work,1,4.8716599495086,-0.7518267361598441
4286,12203890,10203890,Friday,Somewhat typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,11 to 15,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Personal car,Car,No,0.8419415809999999,Commute to/from work,1,4.997177988014117,0.1421196525829729
4287,12203906,10203906,Friday,Very typical,Staten Island,Staten Island,PM,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,16 to 20,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Personal car,Car,No,0.908418981,Commute to/from work,1,5.046673522076098,-0.8010657113625467
4288,12203950,10203950,Friday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,0 to 5,3.0,Male,"$200,000 and above",No,No,Yes,No,No,No,No,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,83.0,67.0,0.0,No,Walk,Walk,Yes,0.30480319100000003,Personal errands,1,5.062637039534121,-0.20476245290140266
4289,12203957,10203957,Saturday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Restaurant or bar,Manhattan,Manhattan Core,Restaurant or bar,16 to 20,3.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Walk,Walk,Yes,1.286670069,Dining,1,4.977534454889104,-0.42042657790233584
4290,12203977,10203977,Saturday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Restaurant or bar,Brooklyn,Outer Brooklyn,Restaurant or bar,11 to 15,3.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,Yes,Walk,Walk,Yes,0.589674455,Personal errands,1,4.9151016112053405,0.3591043498847736
4291,12203978,10203978,Saturday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,6 to 10,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Personal car,Car,No,1.166126702,Social/recreation,1,0.007688952125598959,6.644529087757458
4292,12203983,10203983,Saturday,Somewhat typical,Queens,Inner Queens,NOON,Inner Queens,Inner Queens,Home,Queens,Inner Queens,Home,6 to 10,2.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.01,No,Personal car,Car,No,1.349588779,Shopping,1,-1.2434051207171428,0.4217010763126544
4293,12204018,10204018,Sunday,Very typical,Brooklyn,Outer Brooklyn,NOON,Outer Brooklyn,Outer Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",Brooklyn,Outer Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",21 to 25,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Walk,Walk,Yes,1.52123939,Personal errands,1,-1.314566747926076,-0.2972549642983749
4294,12204022,10204022,Sunday,Somewhat typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,0 to 5,4.0,Female,"$25,000 - $34,999",No,No,No,Yes,No,No,No,No,No,55-64,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Personal car,Car,No,0.8502937559999999,Commute to/from work,1,-1.2807442717069577,1.312074309798597
4295,12204025,10204025,Sunday,Not very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,26 to 30,2.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Personal car,Car,No,2.550079816,Medical visit (doctor's office),1,-1.2999488273837012,-0.19876666121770165
4296,12204033,10204033,Sunday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,6 to 10,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Personal car,Car,No,1.047385084,Medical visit (doctor's office),1,-1.2569130031286049,-0.4814494124486984
4297,12204047,10204047,Sunday,Very typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",16 to 20,5.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic",Some high school,No,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Local bus,Bus,Yes,2.343577652,Shopping,1,-1.3206510907701945,-0.22804133555867245
4298,12204062,10204062,Sunday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Home,Queens,Middle Queens,Home,26 to 30,2.0,Male,"$25,000 - $34,999",No,No,No,Yes,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,73.0,58.0,0.0,No,Walk,Walk,Yes,2.58668734,Shopping,1,-1.218599651397967,-0.3078425127692844
4299,12204115,10204115,Monday,Not at all typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,Friend or family member's home,Brooklyn,Outer Brooklyn,Friend or family member's home,46 to 50,6.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,2.06550333,Personal errands,1,-1.1874413108237878,0.3378886895703354
4300,12204120,10204120,Monday,Very typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,11 to 15,6.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,2.2187587580000003,Shopping,1,-1.1963463636765042,-0.1095182914193388
4301,12204123,10204123,Monday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Manhattan,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,36 to 40,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.738115732,Commute to/from work,1,-1.2600188443343945,0.33752840855391675
4302,12204130,10204130,Monday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Restaurant or bar,Brooklyn,Inner Brooklyn,Restaurant or bar,26 to 30,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,No,No,Yes,55-64,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.8568916879999999,Dining,1,-1.2490842722990416,0.6398897036639023
4303,12204133,10204133,Monday,Not at all typical,Manhattan,Manhattan Core,PM,Manhattan,Manhattan Core,Park/Recreational area/Gym,Manhattan,Manhattan Core,Park/Recreational area/Gym,26 to 30,3.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.976244301,Social/recreation,1,-1.2280030260699288,0.15862935523829688
4304,12204134,10204134,Monday,Somewhat typical,Manhattan,Manhattan Core,PM,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,6 to 10,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.965530739,Social/recreation,1,-0.7299661111485009,-0.1975150344350604
4305,12204136,10204136,Monday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Restaurant or bar,Manhattan,Manhattan Core,Restaurant or bar,0 to 5,12.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Walk,Walk,Yes,0.45671583,Dining,1,-0.8812801897298181,-0.07075199049277169
4306,12204137,10204137,Monday,Somewhat typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,6 to 10,3.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.475513896,Dining,1,-0.8039957711348165,-0.2486933683664754
4307,12204138,10204138,Monday,Not very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,61 to 180,3.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Walk,Walk,Yes,0.76903958,Social/recreation,1,-0.6754147939297072,-0.3758969587986707
4308,12204167,10204167,Monday,Somewhat typical,Queens,Middle Queens,PM,Queens,Middle Queens,Doctor's office or hospital,Queens,Middle Queens,Doctor's office or hospital,36 to 40,3.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.602791058,Medical visit (doctor's office),1,-0.7987018957647181,0.5453836750475616
4309,12204170,10204170,Monday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,16 to 20,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.786896088,Commute to/from work,1,-0.8786131766230488,0.5104167979262835
4310,12204173,10204173,Monday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,11 to 15,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.8970818629999999,Commute to/from work,1,-0.7388423066159878,0.24664192208620656
4311,12204177,10204177,Monday,Somewhat typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,26 to 30,4.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.590866686,Commute to/from work,1,-0.9004640956820649,-0.05034391590156336
4312,12204179,10204179,Monday,Very typical,Staten Island,Staten Island,NOON,Manhattan,Staten Island,Home,Staten Island,Staten Island,Home,61 to 180,3.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Express bus,Bus,Yes,0.303098127,Business,1,-0.8830367440877577,-0.29300333288777913
