,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode
5505,51200326,50200326,Thursday,Very typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Work,Brooklyn,Outer Brooklyn,Work,56 to 60,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,57.0,0.0,No,Personal car,Car,No,1.138245666,Commute to/from work
5506,51200327,50200327,Thursday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Work,Queens,Outer Queens,Work,41 to 45,8.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,57.0,0.0,No,Personal car,Car,No,1.628584813,Personal errands
5507,51200328,50200328,Thursday,Not very typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,Outer Brooklyn,Work,Manhattan,Outer Brooklyn,Work,41 to 45,6.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,57.0,0.0,No,Subway,Subway,Yes,0.470396859,Commute to/from work
5508,51200329,50200329,Thursday,Somewhat typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,Work,Brooklyn,Outer Brooklyn,Work,21 to 25,4.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,57.0,0.0,No,Personal car,Car,No,1.9361683490000001,School
5509,51200331,50200331,Thursday,Not very typical,The Bronx,Northern Bronx,NOON,Northern Bronx,Northern Bronx,School,The Bronx,Northern Bronx,School,16 to 20,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,57.0,0.0,No,Personal car,Car,No,0.353500675,Commute to/from work
5510,51200333,50200333,Thursday,Very typical,The Bronx,Southern Bronx,AM,Southern Bronx,Southern Bronx,School,The Bronx,Southern Bronx,School,6 to 10,4.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,57.0,0.0,No,Personal car,Car,No,1.483704319,School
5511,51200336,50200336,Thursday,Very typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,Outer Brooklyn,Work,Manhattan,Outer Brooklyn,Work,0 to 5,2.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,73.0,57.0,0.0,No,Other,Other,No,0.369684255,Commute to/from work
5512,51200338,50200338,Friday,Somewhat typical,The Bronx,Southern Bronx,AM,Southern Bronx,Southern Bronx,Work,The Bronx,Southern Bronx,Work,16 to 20,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,63.0,51.0,0.22,No,Personal car,Car,No,0.291233554,Commute to/from work
5513,51200341,50200341,Friday,Very typical,The Bronx,Northern Bronx,AM,Northern Bronx,Northern Bronx,Work,The Bronx,Northern Bronx,Work,56 to 60,3.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,63.0,51.0,0.22,No,Personal car,Car,No,0.260032427,Commute to/from work
5514,51200343,50200343,Friday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,The Bronx,Southern Bronx,Work,36 to 40,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,63.0,51.0,0.22,No,Local bus,Bus,Yes,0.58475523,Commute to/from work
5515,51200344,50200344,Friday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,0 to 5,1.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,63.0,51.0,0.22,No,Subway,Subway,Yes,0.5502283,Personal errands
5516,51200345,50200345,Friday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,61 to 180,5.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,63.0,51.0,0.22,No,Carshare,Car,No,0.475513896,Commute to/from work
5517,51200346,50200346,Friday,Very typical,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,Inner Brooklyn,Work,Manhattan,Inner Brooklyn,Work,41 to 45,2.0,Female,"$50,000 - $74,999",No,No,Yes,No,No,No,No,No,No,45-54,"Other, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,63.0,51.0,0.22,No,PATH train,Subway,Yes,0.21292474399999997,Commute to/from work
5518,51200358,50200358,Sunday,Not very typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Other,Brooklyn,Outer Brooklyn,Other,21 to 25,2.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,52.0,0.03,No,Subway,Subway,Yes,0.8326782509999999,Medical visit (doctor's office)
5519,51200360,50200360,Sunday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,School,Manhattan,Manhattan Core,School,0 to 5,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Other, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,52.0,0.03,No,Walk,Walk,Yes,0.824753187,School
5520,51200366,50200366,Sunday,Somewhat typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,11 to 15,4.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,52.0,0.03,No,Personal car,Car,No,0.572390825,Personal errands
5521,51200367,50200367,Sunday,Very typical,The Bronx,Northern Bronx,NOON,Northern Bronx,Northern Bronx,Other,The Bronx,Northern Bronx,Other,11 to 15,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,52.0,0.03,No,Personal car,Car,No,0.544020903,Other
5522,51200370,50200370,Monday,Not very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Work,The Bronx,Northern Bronx,Work,61 to 180,4.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Carshare,Car,No,1.637528316,Commute to/from work
5523,51200373,50200373,Monday,Not very typical,Brooklyn,Outer Brooklyn,NOON,Outer Brooklyn,Outer Brooklyn,"Entertainment event (i.e. sporting event, play, etc.)",Manhattan,Outer Brooklyn,"Entertainment event (i.e. sporting event, play, etc.)",61 to 180,2.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"Asian, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Subway,Subway,Yes,7.303592406,Social/recreation
5524,51200377,50200377,Monday,Not at all typical,Queens,Outer Queens,AM,Outer Queens,Outer Queens,Work,Manhattan,Outer Queens,Work,36 to 40,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Local bus,Bus,Yes,0.720764179,Commute to/from work
5525,51200378,50200378,Monday,Not at all typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",0 to 5,3.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"Other, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Walk,Walk,Yes,0.270373825,Personal errands
5526,51200380,50200380,Monday,Not very typical,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,Inner Brooklyn,Doctor's office or hospital,Brooklyn,Inner Brooklyn,Doctor's office or hospital,16 to 20,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,88.0,61.0,0.58,Yes,Subway,Subway,Yes,0.574416382,Medical visit (doctor's office)
5527,51200383,50200383,Monday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Park/Recreational area/Gym,Brooklyn,Inner Brooklyn,Park/Recreational area/Gym,6 to 10,6.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Walk,Walk,Yes,1.023763204,Social/recreation
5528,51200385,50200385,Monday,Very typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,Outer Brooklyn,Work,The Bronx,Outer Brooklyn,Work,56 to 60,2.0,Male,Refused,No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Carshare,Car,No,1.682647305,Commute to/from work
5529,51200386,50200386,Monday,Somewhat typical,The Bronx,Northern Bronx,AM,Northern Bronx,Northern Bronx,Park/Recreational area/Gym,Manhattan,Northern Bronx,Park/Recreational area/Gym,46 to 50,4.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Other,Other,No,0.613919575,Social/recreation
5530,51200389,50200389,Monday,Not at all typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",6 to 10,4.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Walk,Walk,Yes,0.5574773439999999,Personal errands
5531,51200395,50200395,Monday,Somewhat typical,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,School,Brooklyn,Outer Brooklyn,School,61 to 180,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Subway,Subway,Yes,1.289804625,School
5532,51200396,50200396,Monday,Not at all typical,Queens,Outer Queens,NOON,Outer Queens,Outer Queens,Other,Queens,Outer Queens,Other,11 to 15,3.0,Female,Refused,No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Personal car,Car,No,0.20715183199999998,Personal errands
5533,51200403,50200403,Monday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,Work,Queens,Middle Queens,Work,61 to 180,3.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,88.0,61.0,0.58,No,Subway,Subway,Yes,1.248602194,Commute to/from work
5534,51200406,50200406,Monday,Very typical,The Bronx,Southern Bronx,AM,Southern Bronx,Southern Bronx,School,The Bronx,Southern Bronx,School,21 to 25,4.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Local bus,Bus,Yes,0.58475523,School
5535,51200409,50200409,Monday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Work,The Bronx,Northern Bronx,Work,21 to 25,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,Yes,Subway,Subway,Yes,1.768454295,Commute to/from work
5536,51200411,50200411,Monday,Very typical,The Bronx,Southern Bronx,AM,Southern Bronx,Southern Bronx,Work,The Bronx,Southern Bronx,Work,0 to 5,3.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Personal car,Car,No,0.304428827,Commute to/from work
5537,51200416,50200416,Monday,Very typical,Queens,Outer Queens,AM,Outer Queens,Outer Queens,Work,The Bronx,Outer Queens,Work,31 to 35,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,88.0,61.0,0.58,No,Personal car,Car,No,1.384801224,Commute to/from work
5538,51200428,50200428,Wednesday,Very typical,Queens,Middle Queens,AM,Middle Queens,Middle Queens,Work,Manhattan,Middle Queens,Work,26 to 30,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Don't know, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.514821565,Commute to/from work
5539,51200434,50200434,Wednesday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Brooklyn,Inner Brooklyn,Work,11 to 15,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal car,Car,No,0.43709024399999996,Commute to/from work
5540,51200435,50200435,Wednesday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,The Bronx,Southern Bronx,Work,56 to 60,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,0.790133513,Commute to/from work
5541,51200438,50200438,Wednesday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",36 to 40,12.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"Other, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,71.0,56.0,0.22,No,Other,Other,No,0.64984073,Business
5542,51200448,50200448,Wednesday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Friend or family member's home,Queens,Outer Queens,Friend or family member's home,26 to 30,1.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,0.8611174079999999,Personal errands
5543,51200452,50200452,Wednesday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Restaurant or bar,Staten Island,Staten Island,Restaurant or bar,56 to 60,7.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Express bus,Bus,Yes,0.8812708090000001,Dining
5544,51200455,50200455,Wednesday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,6 to 10,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,Other,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,3.320685052,Commute to/from work
5545,51200458,50200458,Wednesday,Very typical,Queens,Outer Queens,AM,Outer Queens,Outer Queens,Work,Brooklyn,Outer Queens,Work,41 to 45,3.0,Female,Refused,No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,71.0,56.0,0.22,No,Personal car,Car,No,0.354500913,Commute to/from work
5546,51200459,50200459,Wednesday,Very typical,Queens,Outer Queens,AM,Outer Queens,Outer Queens,School,Queens,Outer Queens,School,6 to 10,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal car,Car,No,0.7462865040000001,Personal errands
5547,51200470,50200470,Wednesday,Somewhat typical,Brooklyn,Inner Brooklyn,PM,Inner Brooklyn,Inner Brooklyn,Restaurant or bar,Brooklyn,Inner Brooklyn,Restaurant or bar,6 to 10,1.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Walk,Walk,Yes,0.5159995079999999,Personal errands
5548,51200475,50200475,Wednesday,Somewhat typical,Queens,Inner Queens,AM,Inner Queens,Inner Queens,Work,Manhattan,Inner Queens,Work,36 to 40,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,71.0,56.0,0.22,Yes,Subway,Subway,Yes,2.0781455319999997,School
5549,51200479,50200479,Wednesday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Queens,Inner Queens,Work,6 to 10,2.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Local bus,Bus,Yes,0.447473259,Commute to/from work
5550,51200480,50200480,Wednesday,Very typical,Queens,Inner Queens,AM,Inner Queens,Inner Queens,Work,Queens,Inner Queens,Work,41 to 45,1.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Select bus service,Bus,Yes,0.8691165590000001,Commute to/from work
5552,51200483,50200483,Wednesday,Somewhat typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Brooklyn,Inner Brooklyn,Work,31 to 35,8.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,Other,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,Yes,Subway,Subway,Yes,0.26124777899999996,Commute to/from work
5553,51200484,50200484,Wednesday,Not at all typical,Queens,Outer Queens,NOON,Outer Queens,Outer Queens,Restaurant or bar,Queens,Outer Queens,Restaurant or bar,0 to 5,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,Yes,Personal car,Car,No,0.740807271,Commute to/from work
5554,51200501,50200501,Wednesday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,61 to 180,4.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,0.378744034,Commute to/from work
5555,51200502,50200502,Wednesday,Not at all typical,Queens,Inner Queens,AM,Queens,Inner Queens,Work,Queens,Inner Queens,Work,61 to 180,2.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,1.9066397640000001,Commute to/from work
5556,51200503,50200503,Wednesday,Refused,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,Inner Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",Brooklyn,Inner Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",61 to 180,1.0,Female,Refused,No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Local bus,Bus,Yes,0.433641861,Shopping
5557,51200504,50200504,Wednesday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,21 to 25,5.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Subway,Subway,Yes,1.227927226,Commute to/from work
5558,51200508,50200508,Wednesday,Very typical,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,Inner Brooklyn,Work,Brooklyn,Inner Brooklyn,Work,41 to 45,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Express bus,Bus,Yes,0.414945171,Commute to/from work
5559,51200509,50200509,Wednesday,Not very typical,Queens,Inner Queens,AM,Inner Queens,Inner Queens,Work,Manhattan,Inner Queens,Work,61 to 180,2.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,56.0,0.22,No,Personal car,Car,No,1.910658931,Commute to/from work
